Year,Week,Predicted_Total_Orders
2019,32,962.486289724878
2019,33,958.4613094284396
2019,34,1029.378621262187
2019,35,916.5211016901228
2019,36,1096.4239953102451
2019,37,934.445643939394
2019,38,949.6148209396812
2019,39,870.7917599067599
