Rule_ID,Raw_Text,Antecedent_Text
1575,"frozenset({'Chicken Tikka Masala'}),frozenset({'Garlic Naan'}),0.15921474957079942,0.19616332014630142,0.040755392998432484,0.2559774964838256,1.304920289343155,0.00952329910636255,1.0803929666842715,0.27791837069180814",Chicken Tikka Masala
1576,"frozenset({'Garlic Naan'}),frozenset({'Chicken Tikka Masala'}),0.19616332014630142,0.15921474957079942,0.040755392998432484,0.20776255707762556,1.304920289343155,0.00952329910636255,1.0612793650950716,0.2906929638288167",Garlic Naan
1577,"frozenset({'Red Sauce', 'Mint Sauce'}),frozenset({'Pilau Rice'}),0.02679704411435396,0.35239232664029263,0.012316190191833993,0.4596100278551532,1.3042566285057164,0.0028731174692942403,1.1984080141037883,0.23970305912321546",Red Sauce + Mint Sauce
1578,"frozenset({'Pilau Rice'}),""frozenset({'Red Sauce', 'Mint Sauce'})"",0.35239232664029263,0.02679704411435396,0.012316190191833993,0.03495022241050624,1.3042566285057162,0.0028731174692942403,1.0084484536295293,0.3602176676865472",Pilau Rice
1579,"frozenset({'Saag Aloo', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.03903859072926775,0.28006270060461297,0.01425692319175935,0.3652007648183556,1.3039964409039206,0.0033236700443224163,1.1341180951318897,0.24259740196361512",Saag Aloo + Pilau Rice
1580,"frozenset({'Plain Naan'}),""frozenset({'Saag Aloo', 'Pilau Rice'})"",0.28006270060461297,0.03903859072926775,0.01425692319175935,0.050906183368869935,1.3039964409039206,0.0033236700443224163,1.0125041301835966,0.32381533985273003",Plain Naan
1581,"frozenset({'Plain Papadum', 'Chicken Tikka Masala'}),frozenset({'Garlic Naan'}),0.059864148690005226,0.19616332014630142,0.015301933268642234,0.25561097256857856,1.3030518262942339,0.0035587831038789482,1.0798610004064761,0.24738000948886027",Plain Papadum + Chicken Tikka Masala
1582,"frozenset({'Garlic Naan'}),""frozenset({'Plain Papadum', 'Chicken Tikka Masala'})"",0.19616332014630142,0.059864148690005226,0.015301933268642234,0.07800608828006088,1.3030518262942339,0.0035587831038789482,1.019676854000275,0.28932595593947397",Garlic Naan
1583,"frozenset({'Plain Rice'}),frozenset({'Chapati'}),0.17683063372396804,0.08733298499664104,0.020079122191535417,0.11355002110595189,1.3001962673131944,0.00463597510957359,1.0295753135918846,0.2804834062130461",Plain Rice
1584,"frozenset({'Chapati'}),frozenset({'Plain Rice'}),0.08733298499664104,0.17683063372396804,0.020079122191535417,0.2299145299145299,1.3001962673131944,0.00463597510957359,1.0689324734106076,0.2529787358892184",Chapati
1585,"frozenset({'Onion Bhajee'}),frozenset({'Chicken Tikka Masala'}),0.17921922818541464,0.15921474957079942,0.03709785772934239,0.20699708454810498,1.3001124902442394,0.00856351319552964,1.0602549297691757,0.2812392726676538",Onion Bhajee
1586,"frozenset({'Chicken Tikka Masala'}),frozenset({'Onion Bhajee'}),0.15921474957079942,0.17921922818541464,0.03709785772934239,0.23300515705578997,1.3001124902442394,0.00856351319552964,1.0701255417362534,0.2745478553137004",Chicken Tikka Masala
1587,"frozenset({'Saag Aloo'}),frozenset({'Chicken Tikka Masala'}),0.08912443084272598,0.15921474957079942,0.018436963499290887,0.20686767169179232,1.2992996707243047,0.004247039562026239,1.0600819313753596,0.2528936104847121",Saag Aloo
1588,"frozenset({'Chicken Tikka Masala'}),frozenset({'Saag Aloo'}),0.15921474957079942,0.08912443084272598,0.018436963499290887,0.11579934364744493,1.2992996707243047,0.004247039562026239,1.0301683929016254,0.2739755618559075",Chicken Tikka Masala
1589,"frozenset({'Plain Naan', 'Plain Rice'}),frozenset({'Plain Papadum'}),0.0681495857281481,0.26841830260506083,0.023736657460625515,0.348302300109529,1.2976100986004895,0.005444061336237923,1.1225783020530746,0.24612585870921067",Plain Naan + Plain Rice
1590,"frozenset({'Plain Papadum'}),""frozenset({'Plain Naan', 'Plain Rice'})"",0.26841830260506083,0.0681495857281481,0.023736657460625515,0.08843159065628477,1.2976100986004895,0.005444061336237923,1.0222495697747345,0.3135022161132319",Plain Papadum
1591,"frozenset({'Bombay Aloo'}),frozenset({'Onion Bhajee'}),0.13077554676420095,0.17921922818541464,0.030379935806523848,0.23230593607305935,1.2962110060686283,0.006942443249918155,1.06915086410346,0.26290179480389864",Bombay Aloo
1592,"frozenset({'Onion Bhajee'}),frozenset({'Bombay Aloo'}),0.17921922818541464,0.13077554676420095,0.030379935806523848,0.16951270304039984,1.2962110060686283,0.006942443249918155,1.0466438877728954,0.27841864318765003",Onion Bhajee
1593,"frozenset({'Bombay Aloo'}),frozenset({'Plain Naan'}),0.13077554676420095,0.28006270060461297,0.04747331492125103,0.363013698630137,1.296187238952011,0.010847962121424061,1.1302241474379193,0.2628855205489441",Bombay Aloo
1594,"frozenset({'Plain Naan'}),frozenset({'Bombay Aloo'}),0.28006270060461297,0.13077554676420095,0.04747331492125103,0.16950959488272924,1.296187238952011,0.010847962121424061,1.0466399706484975,0.31739781096863184",Plain Naan
1595,"frozenset({'Pilau Rice', 'Plain Rice'}),frozenset({'Plain Papadum'}),0.03135030230648653,0.26841830260506083,0.010897962230350078,0.3476190476190476,1.2950646220668467,0.0024829672990874414,1.121402601846257,0.235211718097667",Pilau Rice + Plain Rice
1596,"frozenset({'Plain Papadum'}),""frozenset({'Pilau Rice', 'Plain Rice'})"",0.26841830260506083,0.03135030230648653,0.010897962230350078,0.040600667408231365,1.2950646220668467,0.0024829672990874414,1.0096418298277896,0.3114317381648225",Plain Papadum
1597,"frozenset({'Plain Papadum'}),frozenset({'Curry'}),0.26841830260506083,0.03739643203702321,0.012987982384115847,0.04838709677419355,1.2938960788101217,0.00295009557325256,1.0115495120966873,0.31047852259973485",Plain Papadum
1598,"frozenset({'Curry'}),frozenset({'Plain Papadum'}),0.03739643203702321,0.26841830260506083,0.012987982384115847,0.3473053892215569,1.2938960788101217,0.00295009557325256,1.1208637015133474,0.2359646401985113",Curry
1599,"frozenset({'Garlic Naan'}),""frozenset({'Mango Chutney', 'Pilau Rice'})"",0.19616332014630142,0.07352392326640293,0.018660894230051503,0.09512937595129375,1.293856090984246,0.004238197331932005,1.0238768417392319,0.28254062587055423",Garlic Naan
1600,"frozenset({'Mango Chutney', 'Pilau Rice'}),frozenset({'Garlic Naan'}),0.07352392326640293,0.19616332014630142,0.018660894230051503,0.25380710659898476,1.293856090984246,0.004238197331932005,1.07725051653863,0.24514018691588768",Mango Chutney + Pilau Rice
1601,"frozenset({'Pilau Rice', 'Garlic Naan'}),frozenset({'Mint Sauce'}),0.08143614241994476,0.10920355303426141,0.011495110845711726,0.14115490375802014,1.292585267017222,0.002601994748049622,1.0372026933186989,0.24642450836990074",Pilau Rice + Garlic Naan
1602,"frozenset({'Mint Sauce'}),""frozenset({'Pilau Rice', 'Garlic Naan'})"",0.10920355303426141,0.08143614241994476,0.011495110845711726,0.10526315789473682,1.292585267017222,0.002601994748049622,1.026630193765944,0.2541059158706216",Mint Sauce
1603,"frozenset({'Mushroom Rice'}),frozenset({'Garlic Naan'}),0.10838247368813914,0.19616332014630142,0.02739419272971561,0.25275482093663915,1.288491756502342,0.006133526845381081,1.0757335107350878,0.25111529569564406",Mushroom Rice
1604,"frozenset({'Garlic Naan'}),frozenset({'Mushroom Rice'}),0.19616332014630142,0.10838247368813914,0.02739419272971561,0.13964992389649925,1.288491756502342,0.006133526845381081,1.036342706389903,0.27853767360799225",Garlic Naan
1605,"frozenset({'Garlic Naan'}),""frozenset({'Chicken Tikka Masala', 'Pilau Rice'})"",0.19616332014630142,0.08509367768903486,0.02149735015301933,0.1095890410958904,1.287863494352319,0.004805091814079,1.0275101773646225,0.27806667285727543",Garlic Naan
1606,"frozenset({'Chicken Tikka Masala', 'Pilau Rice'}),frozenset({'Garlic Naan'}),0.08509367768903486,0.19616332014630142,0.02149735015301933,0.2526315789473684,1.2878634943523188,0.004805091814079,1.075556120931005,0.24430937423513083",Chicken Tikka Masala + Pilau Rice
1607,"frozenset({'Plain Papadum'}),frozenset({'Peshwari Naan'}),0.26841830260506083,0.11457789057251623,0.039561095767709185,0.14738598442714126,1.2863387839546656,0.008806292864165979,1.0384794212332784,0.30427199380887204",Plain Papadum
1608,"frozenset({'Peshwari Naan'}),frozenset({'Plain Papadum'}),0.11457789057251623,0.26841830260506083,0.039561095767709185,0.34527687296416937,1.2863387839546654,0.008806292864165979,1.117390950747494,0.2514053120317615",Peshwari Naan
1609,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Pilau Rice'})"",0.28006270060461297,0.038366798536985894,0.013809061730238112,0.049307036247334755,1.2851485692714857,0.0030639525184167297,1.01150764560954,0.30819329438303",Plain Naan
1610,"frozenset({'Plain Papadum', 'Mint Sauce', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.038366798536985894,0.28006270060461297,0.013809061730238112,0.3599221789883268,1.2851485692714857,0.0030639525184167297,1.1247652641009995,0.23073230802796899",Plain Papadum + Mint Sauce + Pilau Rice
1611,"frozenset({'Bombay Aloo'}),frozenset({'Mushroom Rice'}),0.13077554676420095,0.10838247368813914,0.018213032768530268,0.13926940639269406,1.284980879781627,0.004039255512307249,1.0358845531156367,0.2551450351589719",Bombay Aloo
1612,"frozenset({'Mushroom Rice'}),frozenset({'Bombay Aloo'}),0.10838247368813914,0.13077554676420095,0.018213032768530268,0.16804407713498623,1.284980879781627,0.004039255512307249,1.0447962798827652,0.2487370392989727",Mushroom Rice
1613,"frozenset({'Bombay Aloo'}),frozenset({'Chicken Tikka (Main)'}),0.13077554676420095,0.06008807942076584,0.010076882884227813,0.07705479452054795,1.2823640772568707,0.002218831443966429,1.0183832312027323,0.25331806688612185",Bombay Aloo
1614,"frozenset({'Chicken Tikka (Main)'}),frozenset({'Bombay Aloo'}),0.06008807942076584,0.13077554676420095,0.010076882884227813,0.16770186335403728,1.2823640772568707,0.002218831443966429,1.0443666938131615,0.23426690667796132",{'Chicken Tikka (Main
1615,"frozenset({'Mint Sauce'}),frozenset({'Garlic Naan'}),0.10920355303426141,0.19616332014630142,0.027468836306635814,0.25153793574846206,1.2822883277101012,0.006047104771662388,1.073984532078503,0.24713187021371158",Mint Sauce
1616,"frozenset({'Garlic Naan'}),frozenset({'Mint Sauce'}),0.19616332014630142,0.10920355303426141,0.027468836306635814,0.1400304414003044,1.2822883277101012,0.006047104771662388,1.0358464878875933,0.2738668157795927",Garlic Naan
1617,"frozenset({'Garlic Naan'}),""frozenset({'Plain Papadum', 'Mint Sauce'})"",0.19616332014630142,0.08083899380458312,0.020303052922296037,0.1035007610350076,1.2803321288882703,0.004445407500302721,1.0252780663334276,0.2723845132815871",Garlic Naan
1618,"frozenset({'Plain Papadum', 'Mint Sauce'}),frozenset({'Garlic Naan'}),0.08083899380458312,0.19616332014630142,0.020303052922296037,0.25115420129270544,1.2803321288882703,0.004445407500302721,1.0734341853040144,0.23820925966618575",Plain Papadum + Mint Sauce
1619,"frozenset({'Keema Naan'}),frozenset({'Pilau Rice'}),0.10166455176532059,0.35239232664029263,0.04583115622900649,0.45080763582966227,1.2792776736305835,0.010005348295582701,1.1792000683367934,0.24301487653410447",Keema Naan
1620,"frozenset({'Pilau Rice'}),frozenset({'Keema Naan'}),0.35239232664029263,0.10166455176532059,0.04583115622900649,0.13005719127303536,1.2792776736305835,0.010005348295582701,1.0326373633104264,0.3371005116514462",Pilau Rice
1621,"frozenset({'Butter Chicken'}),""frozenset({'Plain Papadum', 'Pilau Rice'})"",0.07315070538180189,0.13323878480256773,0.012465477345674405,0.17040816326530614,1.2789681586920485,0.0027189662531524692,1.0448044168431532,0.23533459777714452",Butter Chicken
1622,"frozenset({'Plain Papadum', 'Pilau Rice'}),frozenset({'Butter Chicken'}),0.13323878480256773,0.07315070538180189,0.012465477345674405,0.09355742296918768,1.2789681586920483,0.0027189662531524692,1.0225129733581482,0.2516491302616951",Plain Papadum + Pilau Rice
1623,"frozenset({'Garlic Naan'}),""frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney'})"",0.19616332014630142,0.04650294842128835,0.011644397999552138,0.0593607305936073,1.276493912941504,0.002522225240640009,1.0136691956103778,0.26946291706250836",Garlic Naan
1624,"frozenset({'Plain Papadum', 'Mint Sauce', 'Mango Chutney'}),frozenset({'Garlic Naan'}),0.04650294842128835,0.19616332014630142,0.011644397999552138,0.25040128410914925,1.2764939129415038,0.002522225240640009,1.0723559990339488,0.22716816610663476",Plain Papadum + Mint Sauce + Mango Chutney
1625,"frozenset({'Red Sauce'}),frozenset({'Chicken Tikka Masala'}),0.049637978651937004,0.15921474957079942,0.010076882884227813,0.2030075187969925,1.275054725421148,0.002173784543958975,1.0549475311989027,0.22698711907005975",Red Sauce
1626,"frozenset({'Chicken Tikka Masala'}),frozenset({'Red Sauce'}),0.15921474957079942,0.049637978651937004,0.010076882884227813,0.06329113924050633,1.2750547254211477,0.002173784543958975,1.0145756714391483,0.2565696022727273",Chicken Tikka Masala
1627,"frozenset({'Pilau Rice'}),""frozenset({'Onion Chutney', 'Plain Papadum'})"",0.35239232664029263,0.0582966335746809,0.026125251922072105,0.07413683541622537,1.2717172651359427,0.005581965581393702,1.0171085776467472,0.32992458670881886",Pilau Rice
1628,"frozenset({'Onion Chutney', 'Plain Papadum'}),frozenset({'Pilau Rice'}),0.0582966335746809,0.35239232664029263,0.026125251922072105,0.4481434058898847,1.2717172651359425,0.005581965581393702,1.173507176088008,0.22688853156988842",Onion Chutney + Plain Papadum
1629,"frozenset({'Plain Naan', 'Pilau Rice'}),frozenset({'Onion Bhajee'}),0.1291333880719564,0.17921922818541464,0.02940956930656117,0.2277456647398844,1.2707657936360814,0.006266383163337514,1.0628373766760724,0.2446677012999049",Plain Naan + Pilau Rice
1630,"frozenset({'Onion Bhajee'}),""frozenset({'Plain Naan', 'Pilau Rice'})"",0.17921922818541464,0.1291333880719564,0.02940956930656117,0.16409829237817575,1.2707657936360812,0.006266383163337514,1.041828966237784,0.25959786022790016",Onion Bhajee
1631,"frozenset({'Plain Papadum'}),frozenset({'Mushroom Rice'}),0.26841830260506083,0.10838247368813914,0.03694857057550198,0.13765294771968856,1.2700664880169887,0.007856730955994005,1.0339428005860858,0.2906574159099412",Plain Papadum
1632,"frozenset({'Mushroom Rice'}),frozenset({'Plain Papadum'}),0.10838247368813914,0.26841830260506083,0.03694857057550198,0.34090909090909094,1.2700664880169887,0.007856730955994005,1.109986023633701,0.23848751220873451",Mushroom Rice
1633,"frozenset({'Mushroom Rice'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.10838247368813914,0.1130103754571919,0.015525863999402851,0.14325068870523416,1.2675888220502127,0.003277519954927024,1.035296571411702,0.23676143864507196",Mushroom Rice
1634,"frozenset({'Plain Papadum', 'Mango Chutney'}),frozenset({'Mushroom Rice'}),0.1130103754571919,0.10838247368813914,0.015525863999402851,0.13738441215323646,1.2675888220502127,0.003277519954927024,1.033620930196139,0.2379967503673638",Plain Papadum + Mango Chutney
1635,"frozenset({'Pilau Rice'}),frozenset({'Chicken Balti'}),0.35239232664029263,0.02791669776815705,0.012465477345674405,0.03537386147002754,1.2671219842619224,0.0026278472670396777,1.007730625787556,0.32552115685641164",Pilau Rice
1636,"frozenset({'Chicken Balti'}),frozenset({'Pilau Rice'}),0.02791669776815705,0.35239232664029263,0.012465477345674405,0.446524064171123,1.2671219842619221,0.0026278472670396777,1.1700737673262347,0.2168641293777338",Chicken Balti
1637,"frozenset({'Chicken Tikka'}),frozenset({'Onion Bhajee'}),0.05165335522878256,0.17921922818541464,0.011719041576472345,0.22687861271676302,1.2659278527973654,0.0024617671191828824,1.0616454095246601,0.2215071552651171",Chicken Tikka
1638,"frozenset({'Onion Bhajee'}),frozenset({'Chicken Tikka'}),0.17921922818541464,0.05165335522878256,0.011719041576472345,0.06538942107455227,1.2659278527973654,0.0024617671191828824,1.0146971007556564,0.25593383117891166",Onion Bhajee
1639,"frozenset({'Plain Papadum', 'Onion Bhajee'}),frozenset({'Bombay Aloo'}),0.06643278345898336,0.13077554676420095,0.010972605807270285,0.1651685393258427,1.2629925350161613,0.0022848222273539713,1.041197528102101,0.22304733838846155",Plain Papadum + Onion Bhajee
1640,"frozenset({'Bombay Aloo'}),""frozenset({'Plain Papadum', 'Onion Bhajee'})"",0.13077554676420095,0.06643278345898336,0.010972605807270285,0.0839041095890411,1.2629925350161613,0.0022848222273539713,1.019071503663465,0.2395580129862163",Bombay Aloo
1641,"frozenset({'Keema Naan'}),frozenset({'Meat Samosa'}),0.10166455176532059,0.08897514368888557,0.01142046726879152,0.11233480176211454,1.262541391952222,0.0023748491674059763,1.0263158430899402,0.23148007852912675",Keema Naan
1642,"frozenset({'Meat Samosa'}),frozenset({'Keema Naan'}),0.08897514368888557,0.10166455176532059,0.01142046726879152,0.12835570469798657,1.262541391952222,0.0023748491674059763,1.0306216114492184,0.22825585785317823",Meat Samosa
1643,"frozenset({'Mint Sauce', 'Pilau Rice'}),frozenset({'Garlic Naan'}),0.04642830484436814,0.19616332014630142,0.011495110845711726,0.24758842443729903,1.262154536600645,0.0023875804186758616,1.068347040318377,0.2178168602434747",Mint Sauce + Pilau Rice
1644,"frozenset({'Garlic Naan'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.19616332014630142,0.04642830484436814,0.011495110845711726,0.05859969558599695,1.262154536600645,0.0023875804186758616,1.0129290278371061,0.25839078740926635",Garlic Naan
1645,"frozenset({'Plain Rice'}),frozenset({'Chicken Tikka Masala'}),0.17683063372396804,0.15921474957079942,0.035530342614018065,0.20092866188265093,1.2619977886741092,0.007376297549210733,1.0522029890474254,0.25220275814351867",Plain Rice
1646,"frozenset({'Chicken Tikka Masala'}),frozenset({'Plain Rice'}),0.15921474957079942,0.17683063372396804,0.035530342614018065,0.223159868729489,1.2619977886741092,0.007376297549210733,1.0596380556830274,0.24691868046934692",Chicken Tikka Masala
1647,"frozenset({'Plain Papadum', 'Mango Chutney'}),frozenset({'Keema Naan'}),0.1130103754571919,0.10166455176532059,0.014480853922519967,0.12813738441215325,1.2603939346326116,0.002991704756833965,1.030363536838867,0.23291959144615332",Plain Papadum + Mango Chutney
1648,"frozenset({'Keema Naan'}),""frozenset({'Plain Papadum', 'Mango Chutney'})"",0.10166455176532059,0.1130103754571919,0.014480853922519967,0.14243759177679882,1.2603939346326116,0.002991704756833965,1.034314956016528,0.2299778566809007",Keema Naan
1649,"frozenset({'Plain Papadum'}),frozenset({'French Fries'}),0.26841830260506083,0.039113234306187954,0.013211913114876465,0.04922135706340378,1.2584322911801917,0.0027132051530154595,1.0106314154533338,0.2807075491547328",Plain Papadum
1650,"frozenset({'French Fries'}),frozenset({'Plain Papadum'}),0.039113234306187954,0.26841830260506083,0.013211913114876465,0.3377862595419847,1.2584322911801917,0.0027132051530154595,1.1047516122044614,0.21371977699569145",French Fries
1651,"frozenset({'Pilau Rice'}),frozenset({'Onion Bhajee'}),0.35239232664029263,0.17921922818541464,0.0794207658430992,0.22537597966532513,1.257543523355419,0.016265285044163427,1.0595860059438496,0.3162391412486957",Pilau Rice
1652,"frozenset({'Onion Bhajee'}),frozenset({'Pilau Rice'}),0.17921922818541464,0.35239232664029263,0.0794207658430992,0.44314868804664725,1.2575435233554189,0.016265285044163427,1.1629813191747627,0.24951716892267037",Onion Bhajee
1653,"frozenset({'Plain Rice'}),""frozenset({'Plain Papadum', 'Chicken Tikka Masala'})"",0.17683063372396804,0.059864148690005226,0.013286556691796672,0.07513718868720981,1.255128325240087,0.0027007413415971963,1.0165138437943304,0.24693425927058",Plain Rice
1654,"frozenset({'Plain Papadum', 'Chicken Tikka Masala'}),frozenset({'Plain Rice'}),0.059864148690005226,0.17683063372396804,0.013286556691796672,0.22194513715710723,1.2551283252400869,0.0027007413415971963,1.057983704732977,0.2162120691731605",Plain Papadum + Chicken Tikka Masala
1655,"frozenset({'Plain Papadum', 'Plain Naan'}),frozenset({'Mushroom Rice'}),0.08479510338135403,0.10838247368813914,0.011495110845711726,0.13556338028169015,1.2507869184805807,0.0023048077845990843,1.0314434927599532,0.21908024281403282",Plain Papadum + Plain Naan
1656,"frozenset({'Mushroom Rice'}),""frozenset({'Plain Papadum', 'Plain Naan'})"",0.10838247368813914,0.08479510338135403,0.011495110845711726,0.10606060606060605,1.2507869184805804,0.0023048077845990843,1.0237885284208583,0.22487591939245344",Mushroom Rice
1657,"frozenset({'Onion Chutney', 'Red Sauce'}),frozenset({'Pilau Rice'}),0.02455773680674778,0.35239232664029263,0.010823318653429873,0.4407294832826748,1.2506784341321742,0.0021693606430800722,1.1579506768225203,0.2054800882387089",Onion Chutney + Red Sauce
1658,"frozenset({'Pilau Rice'}),""frozenset({'Onion Chutney', 'Red Sauce'})"",0.35239232664029263,0.02455773680674778,0.010823318653429873,0.030713831815293368,1.250678434132174,0.0021693606430800722,1.006351163578528,0.3094990540690926",Pilau Rice
1659,"frozenset({'Madras'}),frozenset({'Mango Chutney'}),0.05881913861312234,0.15443756064790626,0.011345823691871315,0.19289340101522845,1.249005748381351,0.0022619394050496285,1.047646544354481,0.21182238250873434",Madras
1660,"frozenset({'Mango Chutney'}),frozenset({'Madras'}),0.15443756064790626,0.05881913861312234,0.011345823691871315,0.07346544224262928,1.249005748381351,0.0022619394050496285,1.0158076172193269,0.23577581400535233",Mango Chutney
1661,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Pilau Rice'})"",0.28006270060461297,0.13323878480256773,0.04657759199820855,0.16631130063965885,1.248219884968913,0.009262378101124569,1.039670102116613,0.2762172508673287",Plain Naan
1662,"frozenset({'Plain Papadum', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.13323878480256773,0.28006270060461297,0.04657759199820855,0.3495798319327731,1.2482198849689128,0.009262378101124569,1.1068803440316672,0.22942778028034663",Plain Papadum + Pilau Rice
1663,"frozenset({'Plain Papadum', 'Saag Aloo'}),frozenset({'Plain Naan'}),0.03164887661416735,0.28006270060461297,0.01104724938419049,0.34905660377358494,1.2463516313312146,0.002183579528524604,1.105990633853783,0.20411832475349026",Plain Papadum + Saag Aloo
1664,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Saag Aloo'})"",0.28006270060461297,0.03164887661416735,0.01104724938419049,0.039445628997867806,1.2463516313312146,0.002183579528524604,1.008116929784585,0.27454919927703775",Plain Naan
1665,"frozenset({'Mint Sauce', 'Pilau Rice'}),frozenset({'Plain Naan'}),0.04642830484436814,0.28006270060461297,0.016197656191684704,0.3488745980707395,1.2457017564908575,0.0031948197524767265,1.1056814820343968,0.206843002335711",Mint Sauce + Pilau Rice
1666,"frozenset({'Plain Naan'}),""frozenset({'Mint Sauce', 'Pilau Rice'})"",0.28006270060461297,0.04642830484436814,0.016197656191684704,0.05783582089552238,1.2457017564908575,0.0031948197524767265,1.0121077794127102,0.27396779210354677",Plain Naan
1667,"frozenset({'Saag Aloo'}),frozenset({'Pilau Rice'}),0.08912443084272598,0.35239232664029263,0.03903859072926775,0.4380234505862647,1.242999400022069,0.007631825184107682,1.1523749060976016,0.21462248962695907",Saag Aloo
1668,"frozenset({'Pilau Rice'}),frozenset({'Saag Aloo'}),0.35239232664029263,0.08912443084272598,0.03903859072926775,0.11078161406481678,1.242999400022069,0.007631825184107682,1.0243553029994024,0.30187162758388447",Pilau Rice
1669,"frozenset({'Korma - Chicken'}),frozenset({'Mango Chutney'}),0.07038889303575427,0.15443756064790626,0.01351048742255729,0.19194061505832452,1.2428363556966522,0.0026397984854090034,1.0464112602480635,0.2101834197360098",Korma - Chicken
1670,"frozenset({'Mango Chutney'}),frozenset({'Korma - Chicken'}),0.15443756064790626,0.07038889303575427,0.01351048742255729,0.0874818753020783,1.2428363556966522,0.0026397984854090034,1.0187316632992713,0.23107559228392177",Mango Chutney
1671,"frozenset({'Pilau Rice'}),frozenset({'Red Sauce'}),0.35239232664029263,0.049637978651937004,0.02172128088377995,0.06163948316034738,1.2417806855626674,0.004229238096902694,1.0127898651883083,0.3006524298178487",Pilau Rice
1672,"frozenset({'Red Sauce'}),frozenset({'Pilau Rice'}),0.049637978651937004,0.35239232664029263,0.02172128088377995,0.437593984962406,1.2417806855626674,0.004229238096902694,1.1514949272304957,0.20487437017747842",Red Sauce
1673,"frozenset({'Butter Chicken'}),frozenset({'Bombay Aloo'}),0.07315070538180189,0.13077554676420095,0.011868328730312757,0.1622448979591837,1.2406363572826393,0.0023020052378206375,1.0375639027662402,0.2092703095725428",Butter Chicken
1674,"frozenset({'Bombay Aloo'}),frozenset({'Butter Chicken'}),0.13077554676420095,0.07315070538180189,0.011868328730312757,0.09075342465753425,1.240636357282639,0.0023020052378206375,1.0193596761902592,0.2231437899495289",Bombay Aloo
1675,"frozenset({'Plain Papadum', 'Onion Bhajee', 'Mango Chutney'}),frozenset({'Plain Naan'}),0.030305292229603643,0.28006270060461297,0.010524744345749048,0.3472906403940887,1.2400460312792128,0.002037362361314259,1.1029982775642533,0.1996281113329413",Plain Papadum + Onion Bhajee + Mango Chutney
1676,"frozenset({'Plain Naan'}),""frozenset({'Plain Papadum', 'Onion Bhajee', 'Mango Chutney'})"",0.28006270060461297,0.030305292229603643,0.010524744345749048,0.03757995735607676,1.2400460312792128,0.002037362361314259,1.0075587215603785,0.2688821974418083",Plain Naan
1677,"frozenset({'Plain Naan', 'Pilau Rice'}),frozenset({'Saag Aloo'}),0.1291333880719564,0.08912443084272598,0.01425692319175935,0.11040462427745665,1.2387694735720995,0.002747983477053375,1.0239212050955713,0.22132815651789164",Plain Naan + Pilau Rice
1678,"frozenset({'Saag Aloo'}),""frozenset({'Plain Naan', 'Pilau Rice'})"",0.08912443084272598,0.1291333880719564,0.01425692319175935,0.15996649916247907,1.2387694735720995,0.002747983477053375,1.0367046207797448,0.21160662149424253",Saag Aloo
1679,"frozenset({'Onion Chutney', 'Plain Papadum'}),frozenset({'Chicken Tikka Masala'}),0.0582966335746809,0.15921474957079942,0.011495110845711726,0.19718309859154928,1.2384725606333735,0.002213426930298249,1.047293908429355,0.20447391068031526",Onion Chutney + Plain Papadum
1680,"frozenset({'Chicken Tikka Masala'}),""frozenset({'Onion Chutney', 'Plain Papadum'})"",0.15921474957079942,0.0582966335746809,0.011495110845711726,0.07219878105954056,1.2384725606333735,0.002213426930298249,1.014983971998588,0.22901658887987014",Chicken Tikka Masala
1681,"frozenset({'Plain Papadum'}),""frozenset({'Onion Bhajee', 'Garlic Naan'})"",0.26841830260506083,0.03336567888333209,0.01104724938419049,0.041156840934371525,1.233508272925672,0.0020912904930609696,1.0081255854801443,0.25876013754801636",Plain Papadum
1682,"frozenset({'Onion Bhajee', 'Garlic Naan'}),frozenset({'Plain Papadum'}),0.03336567888333209,0.26841830260506083,0.01104724938419049,0.33109619686800895,1.233508272925672,0.0020912904930609696,1.0937024037977854,0.1958384639465721",Onion Bhajee + Garlic Naan
1683,"frozenset({'Garlic Naan'}),""frozenset({'Plain Papadum', 'Bombay Aloo'})"",0.19616332014630142,0.041501828767634544,0.010002239307307606,0.05098934550989345,1.2286047874029544,0.0018611027841051297,1.0099972710499825,0.2314756424951111",Garlic Naan
1684,"frozenset({'Plain Papadum', 'Bombay Aloo'}),frozenset({'Garlic Naan'}),0.041501828767634544,0.19616332014630142,0.010002239307307606,0.24100719424460432,1.2286047874029542,0.0018611027841051297,1.0590833981010817,0.19412516112684772",Plain Papadum + Bombay Aloo
1685,"frozenset({'Plain Rice'}),frozenset({'Chicken Tikka'}),0.17683063372396804,0.05165335522878256,0.011196536538030903,0.06331785563528916,1.2258227051242325,0.002062640998956044,1.0124529975047383,0.22379518800628712",Plain Rice
